,title,author,publisher,category,language,score,ebookPrice,audiobookPrice,paperPrice,popularity
1355,Morderstwo w sądzie,Gabhart Ann H.,Dreams,Kryminał,polski,"0,0",,,,
1356,Tonsury i kaptury,Cudowski Tomasz,Maj Media,Kryminał,polski,"0,0",,,,
1357,Kryminał pod psem Tajemnicza śmierć Marianny Biel / Zbrodnia nad urwiskiem / Strzały nad jeziorem,Marta Matyszczak,Dolnośląskie,Kryminał,polski,"0,0",,,,
1358,Taniec szkieletów,Anna Kłodzińska,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1359,Tajemnica żółtego pokoju,Gaston Leroux,Armoryka,Kryminał,polski,"0,0","7,88",,,
1360,Konsul,Krzysztof Beśka,Skarpa Warszawska,Kryminał,polski,"3,0","31,50",,,
1361,Perveriada,Jan Jamiński,Novae Res,Kryminał,polski,"4,0","32,00",,,
1362,Dziedzictwo,Grzegorz Gołębiowski,Novae Res,Kryminał,polski,"3,4","30,00",,,
1363,Uważaj o czym śnisz,Kałowska Grażyna,Białe Pióro,Kryminał,polski,"0,0",,,,
1364,Zabójcza biel,Robert Galbraith,Dolnośląskie,Kryminał,polski,"0,0",,,,
1365,Mecz o kobietę,Adam Nasielski,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1366,Krwawe żniwa,Sharon Bolton,Amber,Kryminał,polski,"4,4","33,98",,,
1367,Alert,Bartłomiej Basiura,Videograf,Kryminał,polski,"3,3","23,81","29,95",,
1368,Wdowy,La Plante Lynda,W.A.B.,Kryminał,polski,"0,0",,,,
1369,Cela numer 17,Dominik Dan,Media Rodzina,Kryminał,Richard Krauz,"4,5","28,00",,,
1370,Zagadka trzech czwartych,Hannah Sophie,Wydawnictwo Dolnośląskie,Kryminał,Nowe sprawy Herkulesa Poirota,"3,9","32,00",,,
1371,Wakacje z trupami,Agnieszka Pruska,Oficynka,Kryminał,Alicja i Julia,"5,0","45,00",,,
1372,Inny rodzaj zła,Andrew Wilson,Bukowy Las,Kryminał,polski,"3,6","29,90",,,
1373,Sherlock Holmes. Księga wszystkich dokonań -,Arthur Conan Doyle,Rea,Kryminał,polski,"0,0",,,,
1374,"Pakiet: W cieniu prawa/Czarna Madonna/Świt, który nie nadejdzie",Remigiusz Mróz,Czwarta Strona,Kryminał,polski,"0,0",,,,
1375,"Pakiet: Porzuć swój strach, Najgorsze dopiero nadejdzie, Koszmary zasną ostatnie",Robert Małecki,Czwarta Strona,Kryminał,polski,"0,0",,,,
1376,Pakiet: Tam Ci będzie lepiej/Tylko umarli wiedzą/Już nikogo nie słychać,Ryszard Ćwirlej,Czwarta Strona,Kryminał,polski,"0,0",,,,
1377,Mord na Placu Trzech Krzyży,Romański Marek,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1378,Demon wyścigów,Wotowski Stanisław Antoni,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1379,Primum non nocere,Emelie Schepp,Media Rodzina,Kryminał,Jana Berzelius,"4,4","32,00",,,
1380,Pakiet Koronkowa robota Alex Ofiara,Pierre Lemaitre,Muza,Kryminał,polski,"0,0",,,,
1381,Śledztwo ostatniej szansy,Grzegorz Kalinowski,Muza,Kryminał,Kornel Strasburger,"0,0","31,90",,,
1382,Czarter,Derkaczew Aleksander,Derkaczew Aleksander,Kryminał,polski,"0,0",,,,
1383,Ogród świateł,Anna Klejzerowicz,Edipresse Książki,Kryminał,Felicja Stefańska,"3,9","27,90","35,90",,
1384,Trzy koperty,Nir Hezroni,Media Rodzina,"Sensacja, thriller, horror",Agent 10483,"4,2","28,00",,,
1385,Diabelski młyn,Daria Orlicz,HarperCollins,Kryminał,Stracone dusze,"3,8","29,99",,,
1386,Złoczyńcy w uzdrowisku 2,Wojciech Chmielarz,Oficynka,Kryminał,polski,"0,0",,,,
1387,Romans ze śmiercią,Roy Jacek,LTW,Kryminał,polski,"0,0",,,,
1388,Zabójczy mróz,Louise Penny,Poradnia K,Kryminał,Inspektor Armand Gamache,"4,2","29,99",,,
1389,Cisza,Masłowska-Burnos Alicja,Psychoskok,Kryminał,polski,"0,0",,,,
1390,Wiatraki,Krzysztof A. Zajas,Marginesy,Kryminał,Trylogia pomorska,"4,3","31,90",,,14
1391,Byle do przodu,Olga Rudnicka,Prószyński i S-ka,Kryminał,polski,"4,2","30,40",,,25
1392,Ciemność,Jonasson Ragnar,Amber,Kryminał,Komisarz Hulda,"3,8","29,70",,,
1393,Pomsta,Krystian Janik,Novae Res,Kryminał,polski,"0,0",,,,
1394,Człowiek z brzytwą,Anna Trojanowska,Zysk i S-ka,Kryminał,polski,"3,5","32,00","25,57",,
1395,Historie kryminalne i obyczajowe Wiek XIX Część 2,"Ryttel Piotr, Ryttel Karol",Psychoskok,Kryminał,polski,"0,0",,,,
1396,Echo Serca,Liana Piotr,Oficynka,Kryminał,polski,"0,0",,,,
1397,Morze krwi ziemia ognia,Maciej Paterczyk,Videograf,Kryminał,polski,"0,0",,,,
1398,Miejsce egzekucji,Val McDermid,Papierowy Księżyc,Kryminał,polski,"0,0",,,,
1399,Spinka,Katarzyna Kacprzak,Skarpa Warszawska,Kryminał,polski,"2,9","29,00",,,
1400,Najszczęśliwsza,Max Czornyj,Filia,Kryminał,polski,"4,1","29,90",,,13
1401,Pół życia,Mats Strandberg,Marginesy,Obyczajowe i romanse,polski,"3,4","27,90",,,
1402,Polowanie na skarb,Andrea Camilleri,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,Kryminał,Komisarz Montalbano,"4,3","19,00","25,00",,
1403,Bezsilni,Kati Hiekkapelto,Ringier Axel Springer,Kryminał,polski,"0,0",,,,
1404,Bez przedawnienia,Tomasz Kin,Ringier Axel Springer,Kryminał,polski,"0,0",,,,
1405,Literat,Agnieszka Pruska,Oficynka,Kryminał,polski,"3,0","32,00",,,
1406,Wczoraj,Yap Felicja,W.A.B.,Kryminał,polski,"0,0",,,,
1407,Fashion Victim,Corrie Jackson,W.A.B.,Kryminał,polski,"0,0",,,,
1408,Morderstwo i cała reszta,Reich Marta,Oficynka,Kryminał,polski,"0,0",,,,
1409,"Wysłuchaj mnie, proszę..",Paweł Cwynar,Bernardinum,Kryminał,polski,"0,0",,,,
1410,Między udręką miłości a rozkoszą nienawiści,Kulawski Wojciech,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1411,Kobieta wino i hazard,Bachrach Daniel,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1412,Coraz głębiej,Laura Lippman,Marginesy,"Sensacja, thriller, horror",polski,"3,3","31,00",,,17
1413,Samotna,Lisa Gardner,Sonia Draga,Kryminał,polski,"0,0",,,,
1414,Jak mogłaś,Heidi Perks,Otwarte,Kryminał,polski,"0,0",,,,
1415,Ostatni policjant Tom 2 Opuszczone miasto,Winters Ben H.,RM,Kryminał,polski,"0,0",,,,
1416,Skradzione laleczki,"Dukey Ker, Webster K.",NieZwykłe,Kryminał,polski,"0,0",,,,
1417,Ona przyszła ostatnia,Rudzka Teresa Monika,Lucky,Kryminał,polski,"0,0",,,,
1418,"Kłamca, kłamca",Flint Sarah,Amber,Kryminał,Charlie Stafford,"4,0","29,70",,,
1419,Noc ósma,Sebastian Fitzek,Amber,Kryminał,polski,"4,0","29,70",,,
1420,Zapach prawdy,Iga Karst,Szara Godzina,Kryminał,polski,"4,2","29,79","25,57",,11
1421,Ślady zbrodni Połów / Enklawa / Prom,Ove Løgmansbø,Dolnośląskie,Kryminał,polski,"0,0",,,,
1422,Helikopter,Bonnier Jonas,Znak,Kryminał,polski,"0,0",,,,
1423,Perfekcyjna śmierć,Helen Fields,Amber,Kryminał,Inspektor Callanach,"4,2","33,12",,,
1424,Snajper,"Cussler Clive, Scott Justin",Amber,Kryminał,polski,"0,0",,,,
1425,Mądrość księdza Browna,Gilbert Keith Chesterton,Fronda,Kryminał,polski,"0,0",,,,
1426,Muszę to wiedzieć,Karen Cleveland,W.A.B.,Kryminał,polski,"0,0",,,,
1427,Fatalny turnus,Jan Melerski,Psychoskok,"Sensacja, thriller, horror",polski,"2,2","22,90",,,
1428,Dwie lewe nogi / Kukułka bez zegara,Zygmunt Zeydler-Zborowski,LTW,Kryminał,polski,"0,0",,,,
1429,Ułamek sekundy,Richards Douglas E.,NieZwykłe,Kryminał,polski,"0,0",,,,
1430,Inspektor Lottie Parker Tom 1 Zaginieni,Patricia Gibney,NieZwykłe,Kryminał,polski,"0,0",,,,
1431,Kryptonim: KARP,Zygarowska Olga,Vectra,Kryminał,polski,"0,0",,,,
1432,Na tropie mordercy,Joakim Palmkvist,Burda Książki,"Literatura faktu, reportaże, biografie",polski,"3,9","31,00",,,
1433,Żona mordercy,Caine Rachel,Filia,Kryminał,Stillhouse Lake,"4,4","29,90",,,25
1434,Ogrodnik,Agnieszka Płoszaj,W.A.B.,Kryminał,polski,"0,0",,,,
1435,Skorpion,Krzysztof Wójcik,Muza,"Literatura faktu, reportaże, biografie",polski,"5,0","31,90",,,
1436,Masz to jak w banku,Ryszard Ćwirlej,Muza,Kryminał,Milicjanci z Poznania,"4,0","31,90",,,
1437,Woda wiecznej młodości,Donna Leon,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,Kryminał,Komisarz Brunetti,"4,1","22,50",,,
1438,Uprowadzona,Charlie Donlea,Filia,Kryminał,polski,"4,2","29,90",,,
1439,Wtyczka,Duane Swierczynski,Wydawnictwo RM Sp. z o.o.,Kryminał,polski,"4,4","34,90",,,
1440,Operacja Pelagia,Bukowiecki Aleksander,Białe Pióro,Kryminał,polski,"0,0",,,,
1441,Roztańczona krew,Gard Sveen,Media Rodzina,Kryminał,Tommy Bergmann,"3,5","32,00",,,
1442,Alienista,Caleb Carr,Rebis,Kryminał,polski,"3,7","33,90",,,
1443,I że cię nie opuszczę,Michelle Richmond,Otwarte,Kryminał,polski,"0,0",,,,
1444,Morderstwo w pociągu,Fellowes Jessica,HarperCollins Polska,Kryminał,polski,"0,0",,,,
1445,Granatowe mundury,"Ribas Rosa, Hofmann Sabine",Sonia Draga,Kryminał,polski,"0,0",,,,
1446,Bezdech,Grzegorz Kapla,Burda Książki,Kryminał,polski,"4,0","31,00",,,
1447,Pogrom w przyszły wtorek,Marcin Wroński,W.A.B.,Kryminał,polski,"0,0",,,,
1448,Wrak,Anna Kłodzińska,CM,Kryminał,polski,"0,0",,,,
1449,Szpadel,Lize Spit,Marginesy,Kryminał,polski,"3,8","31,90",,,
1450,Zaułki dobrej nadziei,Adam Podlewski,Skarpa Warszawska,Kryminał,polski,"0,0",,,,
1451,Rykoszet,Marek Stelar,Videograf,Kryminał,Krugły i Michalczyk,"4,3","16,14",,,22
1452,Nie zamykaj oczu,Holly Seddon,Świat Książki,Kryminał,polski,"3,8","31,50",,,
1453,Zła pora roku,Antonio Manzini,Muza,Kryminał,Śledztwa Rocca Schiavone,"4,1","30,30",,,
1454,Złodziej kości,Luca Veste,Filia,Kryminał,polski,"3,4","29,90",,,
1455,Akta zagłady Tom 1 Pandemia,A. G. Riddle,Filia,Kryminał,polski,"0,0",,,,
1456,Ślepy archeolog,Marta Guzowska,Marginesy,Kryminał,polski,"3,8","31,00",,,
1457,Cień przeszłości,Gawkowski Krzysztof,Warszawska Firma Wydawnicza,Kryminał,polski,"0,0",,,,
1458,Klątwa Salomona,"Cussler Clive, Russel Blake",Amber,Kryminał,polski,"0,0",,,,
1459,Uwięziona dziewczyna,K.L. Slater,Amber,"Sensacja, thriller, horror",polski,"4,1","28,00",,,
1460,Skrucha,Frode Granhus,Świat Książki,Kryminał,Rino Carlsen,"3,7","29,90",,,
1461,Szpilki za milion funtów,Izabela Szylko,Burda Publishing Polska,Kryminał,polski,"0,0",,,,
1462,Królowa nocy,Anna Kłodzińska,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1463,Ślady prowadzą w noc,Faber Janusz,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1464,Listy przyniosły śmierć,Kłoś Kazimierz,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1465,Szyfr zbrodni,Mech Jerzy M.,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1466,Mortem,Łukasz Jarosz,Novae Res,Kryminał,polski,"3,6","28,00",,,
1467,Miejsce i imię,Maciej Siembieda,Wielka Litera,Kryminał,Jakub Kania,"4,6","34,90","34,90",,19
1468,Martwa natura Tom 1,Louise Penny,Poradnia K,Kryminał,polski,"0,0",,,,
1469,Klincz,Holmén Martin,Helion,Kryminał,polski,"0,0",,,,
1470,Droga ucieczki,Rachel Abbott,Filia,Kryminał,Tom Douglas,"4,3","29,90",,,11
1471,Przypadek,Maurycy Nowakowski,Filia,Kryminał,polski,"0,0",,,,
1472,Morderstwo na Korfu,Alek Rogoziński,Melanż,Kryminał,Joanna Szmidt,"4,1","28,99",,,10
1473,Ukochany z piekła rodem,Alek Rogoziński,Melanż,Kryminał,polski,"0,0",,,,
1474,Krwawiące serce Azji,Tomasz Turowski,Melanż,Styl życia,polski,"4,0","28,00",,,
1475,Obrączka diabła,Wojciech Chmielarz,Media Rodzina,Kryminał,polski,"0,0",,,,
1476,Dopóki biegnę...,Terri Blackstock,Dreams,Kryminał,polski,"0,0",,,,
1477,Ostatni król Teksasu,Rick Riordan,Wydawnictwo Galeria Książki,Kryminał,Tres Navarre,"4,1","36,90",,,
1478,Niepokój,Stein Jesper,Helion,Kryminał,polski,"0,0",,,,
1479,Tajemny szyfr,Brennan Terry,Święty Wojciech,Kryminał,polski,"0,0",,,,
1480,Przychodzę nie w porę,Ewelina Dyda,W.A.B.,Kryminał,polski,"0,0",,,,
1481,Miasto Surre,Tomasz Wachowicz,Poligraf,Kryminał,polski,"0,0",,,,
1482,Zbyt piękne,Olga Rudnicka,Prószyński i S-ka,Kryminał,polski,"4,2","28,00",,,23
1483,Miasteczko Crimson Lake,Candice Fox,Amber,Kryminał,polski,"3,9","28,00",,,
1484,Przemytnik,Clive Cussler,Amber,Kryminał,polski,"0,0",,,,
1485,Sekrety zmarłych,Carol Wyer,Amber,"Sensacja, thriller, horror",Robyn Carter,"3,8","28,00",,,
1486,Czarne powietrza,Arnaldur Indridason,W.A.B.,Kryminał,polski,"0,0",,,,
1487,Kobieta w oknie,A.J. Finn,W.A.B.,Kryminał,polski,"0,0",,,,
1488,Nowy lepszy morderca,Tadeusz Cegielski,W.A.B.,Kryminał,polski,"0,0",,,,
1489,Pułapka pożądania,Karina Krawczyk,Oficynka,Kryminał,polski,"0,0",,,,
1490,Cień przeszłości,Grzegorz Gołębiowski,Novae Res,Kryminał,polski,"3,3","24,00",,,
1491,Persona non grata,Liana Piotr,Oficynka,Kryminał,polski,"0,0",,,,
1492,Czarny szlak,Fohr Andreas,Filia,Kryminał,polski,"0,0",,,,
1493,Milczące dziecko,A. Denzil Sarah,Filia,Kryminał,polski,"0,0",,,,
1494,Zagubieni,Sharon Bolton,Amber,Kryminał,polski,"0,0",,,,
1495,Milczenie śniegu,Jonasson Ragnar,Amber,Kryminał,Mroczna wyspa lodu,"3,9","29,70",,,10
1496,Jej obsesja,Amanda Robson,Amber,"Sensacja, thriller, horror",polski,"3,6","28,00",,,
1497,Kryptonim Proszek do prania,Wołowski Jacek,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1498,Pięćdziesiąt melonów,Andrzej Makowiecki,Księży Młyn Dom Wydawniczy Michał Koliński,Kryminał,polski,"4,2","34,90",,,
1499,Mord przy Chmielnej,Wojciech Chmielarz,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1500,Nocny gość Skradziona biżuteria,Anna Kłodzińska,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1501,13 minut,Sarah Pinborough,Prószyński i S-ka,"Sensacja, thriller, horror",polski,"3,9","31,90","34,90",,
1502,Krwawa hrabina,Wotowski Stanisław Antoni,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1503,Lista sześciu,Kulawski Wojciech,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1504,Nocne oświetlenie pola bitwy,Oscar Szerkus,Novae Res,Kryminał,polski,"0,0","29,00",,,
1505,Musiałem zabić,Otto Stemin,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1506,Przygody chemiczne Sherlocka Holmesa,Gołembowicz Wacław,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1507,Góry umarłych,Tomasz Hildebrandt,Akurat,Kryminał,Andrzej Bondar,"3,0","31,90",,,
1508,"Najlepsze polskie kryminały Gwiazdozbiór / Księgobójca / Człowiek, który musiał umrzeć",Marta Zaborowska,Czarna Owca,Kryminał,polski,"0,0",,,,
1509,Małe mroczne kłamstwa / Stokrotka w kajdanach / Blizna,Sharon Bolton,Amber,Kryminał,polski,"0,0",,,,
1510,Morderstwo w Orient Expressie,Agata Christie,Wydawnictwo Dolnośląskie,Kryminał,polski,"4,5","16,99",,"24,90",14
1511,Wybawiciel / Pierwszy śnieg / Pancerne serce,Jo Nesbo,Dolnośląskie,Kryminał,polski,"0,0",,,,
1512,Czerwone gardło / Trzeci klucz / Pentagram,Jo Nesbo,Dolnośląskie,Kryminał,polski,"0,0",,,,
1513,Premiery nie będzie,Małgorzata Sobieszczańska,Oficynka,Kryminał,polski,"0,0",,,,
1514,Detektyw Murdoch Grzechy krwi,Jennings Maureen,Oficynka,Kryminał,polski,"0,0",,,,
1515,Spadkobierca,Agnieszka Pruska,Oficynka,Kryminał,polski,"0,0",,,,
1516,Taniec mewy,Andrea Camilleri,Wydawnictwo Literackie/Oficyna Literacka Noir sur Blanc,Kryminał,Komisarz Montalbano,"4,3","21,00",,,
1517,Lukrecja z Kamiennej Grobli,Wojciech Chmielarz,Oficynka,Kryminał,polski,"0,0",,,,
1518,Morderstwo na starej plebanii,Jill McGown,Zysk i S-ka,Kryminał,polski,"3,7","28,00",,,
1519,Tylko jedno kłamstwo,Kathryn Croft,Burda Książki,Kryminał,polski,"4,2","29,00",,,25
1520,Pakiet Gdańskie ścieżki kryminalne,Wojciech Chmielarz,Oficynka,Kryminał,polski,"0,0",,,,
1521,Pakiet Kryminalny rajd przez wieki,Wojciech Chmielarz,Oficynka,Kryminał,polski,"0,0",,,,
1522,Pakiet Zbrodnia i miłość,Paweł Pollak,Oficynka,Kryminał,polski,"0,0",,,,
1523,Pakiet W Mieście Grzechu,Wojciech Chmielarz,Oficynka,Kryminał,polski,"0,0",,,,
1524,Maski zła / Czarci krąg,Iwona Banach,Szara Godzina,Kryminał,polski,"0,0",,,,
1525,Cień na piasku,Krzysztof Beśka,Skarpa Warszawska,Kryminał,polski,"0,0","27,00",,,
1526,Pirania / Oko Niebios,Clive Cussler,Amber,Kryminał,polski,"0,0",,,,
1527,Ostatnie dziecko,Sebastian Fitzek,Amber,"Sensacja, thriller, horror",polski,"4,3","29,70",,,
1528,Milczenie lodu / Milczenie nocy / Zaćmienie,Jonasson Ragnar,Amber,Kryminał,polski,"0,0",,,,
1529,Fragmenty zdarzeń,Magiera Wojciech,Vectra,Kryminał,polski,"0,0",,,,
1530,40 godzin,Kathrin Lange,Media Rodzina,Kryminał,Faris Iskander,"3,0","27,90",,,
1531,Złoczyńcy w uzdrowisku,Wojciech Chmielarz,Oficynka,Kryminał,polski,"0,0",,,,
1532,Dobra matka / Ważka / Zastrzyk śmierci,Małgorzata Rogala,Poznańskie,Kryminał,polski,"0,0",,,,
1533,Kasacja / Zaginięcie / Rewizja / Immunitet / Inwigilacja,Remigiusz Mróz,Poznańskie,Kryminał,polski,"0,0",,,,
1534,Szadź,Igor Brejdygant,Marginesy,Kryminał,polski,"4,4","31,00",,,20
1535,Smoky Barrett Tom 1 Cień bestii,McFadyen Cody,Filia,Kryminał,polski,"0,0",,,,
1536,W godzinie śmierci,Peter James,Wydawnictwo Albatros,"Sensacja, thriller, horror",Roy Grace,"4,2","31,30",,,
1537,Historie kryminalne Wiek XIX cz I,"Piotr Ryttel, Karol Ryttel",Psychoskok,Kryminał,polski,"0,0",,,,
1538,Trzy dni i jedno życie,Pierre Lemaitre,Muza,Kryminał,polski,"3,9","27,90",,,
1539,Ostatni policjant,Winters Ben H.,RM,Kryminał,polski,"0,0",,,,
1540,Dziewczyna bez skóry,Nordbo Mads Peder,Burda Publishing Polska,Kryminał,polski,"0,0",,,,
1541,Dziewczyny w wodzie,Victoria Jenkins,Amber,Kryminał,polski,"0,0",,,,
1542,Tajemnica Purpurowego Pirata,Andy Chandler,Siedmioróg,Kryminał,polski,"0,0",,,,
1543,Tajemnica płonącego urwiska,Andy Chandler,Siedmioróg,Kryminał,polski,"0,0",,,,
1544,Królowa zbrodni,Andrew Wilson,Bukowy Las,Kryminał,polski,"3,8","29,90",,,
1545,Mroczna tajemnica Bieszczad,Paweł Ślusarczyk,Novae Res,Kryminał,polski,"2,9","27,00",,,
1546,Dobra córka,Alexandra Burt,Świat Książki,Kryminał,polski,"4,4","31,50",,,
1547,Trupów hurtowo trzech,"Bojarski Piotr, Głębocki Bohdan, Ćwirlej Ryszard, Rutnicka Olga, Grzegorzewska Gaja, Jodełka Joanna,",Media Rodzina,Kryminał,polski,"0,0",,,,
1548,Jezioro pełne łez,Wojciech Wójcik,Zysk i S-ka,Kryminał,polski,"4,2","32,00",,,
1549,Iluzja grzechu Część 2,Aleksandra Marinina,Edipresse Polska,Kryminał,polski,"0,0",,,,
1550,Pergaminy,Jenkins Jerry,Święty Wojciech,Kryminał,polski,"0,0",,,,
1551,Mroczny spadek,Małgorzata Mossakowska-Górnikowska,Psychoskok,"Sensacja, thriller, horror",polski,"3,5","32,90",,,
1552,Wendeta,Lisa Harris,Dreams,Kryminał,Akta Nikki Boyd,"3,9","25,53",,,
1553,Prowincja,Marcin Król,W.A.B.,Kryminał,polski,"0,0",,,,
1554,Deszczowa kołysanka,Jolanta Knitter-Zakrzewska,Novae Res,Kryminał,polski,"0,0","24,00",,,
1555,Człowiek z niebieskim szalem,Sven Elvestad,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1556,Świetlista igła,Anna Kłodzińska,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1557,Grzesznik,Artur Urbanowicz,Gmork,"Sensacja, thriller, horror",polski,"4,1","19,00",,,
1558,"Lustereczko, powiedz przecie",Alek Rogoziński,Filia,Kryminał,polski,"4,1","26,90",,,
1559,Stasi i wilk,David Young,Marginesy,Kryminał,Karin Müller,"4,0","31,00",,,
1560,Znak czterech,Arthur Conan Doyle,KtoCzyta.pl,Języki obce,polski,"4,2","14,90",,,
1561,Nawet zdziczałe psy,Ian Rankin,Wydawnictwo Albatros,Kryminał,Inspektor Rebus,"3,8","29,90",,,
1562,Powrót Sherlocka Holmesa,Doyle Arthur Conan,Olesiejuk,Kryminał,polski,"0,0",,,,
1563,Sztuki i Sztuczki,Reich Marta,Oficynka,Kryminał,polski,"0,0",,,,
1564,Nigdy więcej nie zdradzisz,Flint Sarah,Amber,Kryminał,Charlie Stafford,"4,1","28,00",,,
1565,Stephanie Plum Natrętna dziewiętnastka,Janet Evanovich,Fabryka Słów,Kryminał,polski,"0,0",,,,
1566,Tak sobie wyobrażałam śmierć,Mo Johanna,Helion,Kryminał,polski,"0,0",,,,
1567,Tajemnica wyspy Flatey,Viktor Arnar Ingólfsson,Helion,Kryminał,polski,"0,0",,,,
1568,Tajemnica Szalonego Demona,Andy Chandler,Siedmioróg,Kryminał,polski,"0,0",,,,
1569,Tajemnica bezgłowego konia,Andy Chandler,Siedmioróg,Kryminał,polski,"0,0",,,,
1570,Tajemnica magicznego kręgu,Andy Chandler,Siedmioróg,Kryminał,polski,"0,0",,,,
1571,Tajemnica sobowtóra,Andy Chandler,Siedmioróg,Kryminał,polski,"0,0",,,,
1572,Tajemnica Śmiertelnej Pułapki,Andy Chandler,Siedmioróg,Kryminał,polski,"0,0",,,,
1573,Tajemnica stracha na wróble,Andy Chandler,Siedmioróg,Kryminał,polski,"0,0",,,,
1574,Tajemnica Rafy Rekina,Andy Chandler,Siedmioróg,Kryminał,polski,"0,0",,,,
1575,Tajemnica Zamku Grozy,Andy Chandler,Siedmioróg,Kryminał,polski,"0,0",,,,
1576,Skradziony pawian,Anna Karolina,12  Posterunek,Kryminał,polski,"0,0",,,,
1577,Cudza maska Część 1,Marynina Aleksandra,Edipresse Polska,Kryminał,polski,"0,0",,,,
1578,Cudza maska Część 2,Marynina Aleksandra,Edipresse Polska,Kryminał,polski,"0,0",,,,
1579,Stylista Część 1,Marynina Aleksandra,Edipresse Polska,Kryminał,polski,"0,0",,,,
1580,Stylista Część 2,Marynina Aleksandra,Edipresse Polska,Kryminał,polski,"0,0",,,,
1581,Słonie mają dobrą pamięć,Agata Christie,Dolnośląskie,Kryminał,polski,"0,0",,,,
1582,Osobliwość ciszy,Masłowska-Burnos Alicja,Psychoskok,Obyczajowe i romanse,Trylogia ciszy,"4,7","22,90",,,
1583,Biel Helsinek / Krew Helsinek,James Thompson,Amber,Kryminał,polski,"0,0",,,,
1584,Dublin moja miłość,Rhys Bowen,Noir Sur Blanc,Kryminał,polski,"0,0",,,,
1585,Detektyw Kris W półmroku świtu,Piotr Trzebuchowski,Novae Res,Kryminał,polski,"0,0",,,,
1586,Nocny śpiew ptaka / Przeszłość czeka,Kjell Eriksson,Amber,Kryminał,polski,"0,0",,,,
1587,Milczenie lodu / Milczenie nocy,Jonasson Ragnar,Amber,Kryminał,polski,"0,0",,,,
1588,Pazur sprawiedliwości,Leonie Swann,Prószyński i S-ka,Kryminał,polski,"4,3","30,40",,,
1589,Black Water,Louise Doughty,Burda Książki,Kryminał,polski,"3,8","24,00",,,
1590,Martwe ciało Mavericka,Anna Kapes,Novae Res,Fantastyka i sci-fi,polski,"3,5","28,00",,,
1591,Puszczyk,Jan Grzegorczyk,Zysk i S-ka,Obyczajowe i romanse,Stanisław Madej,"3,2","28,00","25,57",,
1592,Koralowy sztylet,Adam Nasielski,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1593,Zwłoki powinny być martwe,Agnieszka Pruska,Oficynka,Kryminał,Alicja i Julia,"4,5","39,00",,,16
1594,W lesie,Nele Neuhaus,Media Rodzina,Kryminał,Oliver von Bodenstein i Pia Kirchhoff,"4,4","32,00",,,
1595,Tu się nie zabija,Anna Bińkowska,W.A.B.,Kryminał,polski,"0,0",,,,
1596,Chaszcze,Jan Grzegorczyk,Zysk i S-ka,Obyczajowe i romanse,Stanisław Madej,"3,3","28,00","25,57",,
1597,Strażniczka kłamstwa,Cotterell T.A,Amber,Kryminał,polski,"0,0",,,,
1598,Tożsamość zbrodni,Damian Jackowiak,Novae Res,Kryminał,polski,"4,0","24,00",,,
1599,Czarny koń zabija nocą,Roy Jacek,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1600,Za wszystko trzeba płacić Część 1,Aleksandra Marinina,Edipresse Polska,Kryminał,polski,"0,0",,,,
1601,Za wszystko trzeba płacić Część 2,Marynina Aleksandra,Edipresse Polska,Kryminał,polski,"0,0",,,,
1602,Powtórka,Marcel Woźniak,Czwarta Strona,Kryminał,Leon Brodzki,"3,9","29,90","36,90",,
1603,Zielony volkswagen,Kobar Andrzej,Ciekawe Miejsca,Kryminał,polski,"0,0",,,,
1604,Niepamięć,Marek Stelar,Filia,Kryminał,Suder,"4,3","29,90",,,30
1605,Kolekcjoner motyli,Dot Hutchison,Filia,Kryminał,polski,"0,0",,,,
1606,Terapeutka,Bernadeta Prandzioch,Rebis,Kryminał,polski,"3,3","29,90","34,90",,
1607,Ojciec Brown Najgorsza zbrodnia na świecie,Gilbert Keith Chesterton,Replika,Kryminał,polski,"0,0",,,,
1608,Anestezja,Arnold Thomas,Wydawnictwo Vectra,"Sensacja, thriller, horror",polski,"4,2","28,00",,,
